TAIL_NUMBER,PASSENGER_CAPACITY,FUEL_COST/MILE,BASE_COST/FLIGHT,TOTAL_FLIGHTS,TOTAL_MAX_PASSANGERS,MILES_TRAVELED,TOTAL_FUEL_COST,TOTAL_FEES,TOTAL_GATE_COST,TOTAL_COST,COST/PASSANGER
N679AW,85,23.2,2258.55,585,49725,620485,14395252.0,15978.099999999997,1778752.9599999974,16189983.059999997,325.59040844645546
N915US,85,22.9,2179.77,726,61710,776175,17774407.5,52844.15000000001,2265226.859999993,20092478.50999999,325.595179225409
N3ATAA,85,21.7,2221.64,912,77520,1011728,21954497.599999998,75165.56999999995,3230328.7000000007,25259991.869999997,325.85128831269344
N3HHAA,85,21.1,2379.49,930,79050,1059814,22362075.400000002,79236.04000000004,3326220.659999999,25767532.1,325.96498545224546
N5FHAA,85,21.4,2227.7,214,18190,241332,5164504.8,38829.87,731431.3800000013,5934766.050000001,326.2653133589885
N183UW,85,21.1,2312.21,628,53380,733478,15476385.8,28132.499999999993,1926003.2999999898,17430521.59999999,326.53656050955396
N5EXAA,85,21.1,2172.12,223,18955,255619,5393560.9,57653.049999999996,743625.6200000016,6194839.570000002,326.8182310735955
N3KDAA,85,21.4,2259.81,1028,87380,1169889,25035624.599999998,29093.42000000001,3570700.4299999992,28635418.45,327.711357862211
N157UW,85,22.3,2315.72,668,56780,742745,16563213.5,4904.499999999996,2071930.8599999906,18640048.859999992,328.28546777034154
N3JYAA,85,21.1,2351.89,1058,89930,1220410,25750651.0,61656.74999999997,3738762.900000007,29551070.650000006,328.6008078505505
N3DHAA,85,21.9,2333.58,972,82620,1080251,23657496.9,104280.10999999997,3399955.380000001,27161732.39,328.7549308884048
N3BDAA,85,21.7,2272.25,986,83810,1101764,23908278.8,116050.74000000002,3539444.419999998,27563773.959999997,328.88407063596225
N3AWAA,85,21.1,2195.06,979,83215,1130970,23863467.0,23084.56,3492500.4000000064,27379051.960000005,329.01582599291
N172US,85,22.9,2384.18,646,54910,694654,15907576.6,32548.82,2183224.6599999955,18123350.079999994,330.05554689491885
N664AW,85,22.2,2218.18,625,53125,702795,15602049.0,32603.960000000017,1906685.6499999969,17541338.61,330.1899032470588
N3FKAA,85,21.3,2261.27,994,84490,1145577,24400790.1,31467.089999999997,3498569.909999995,27930827.099999998,330.581454610013
N544UW,85,21.3,2273.18,640,54400,748264,15938023.200000001,43365.6,2028018.049999988,18009406.84999999,331.055272977941
N177US,85,21.7,2172.87,626,53210,721516,15656897.2,13960.549999999997,1959422.6499999897,17630280.39999999,331.33396729937965
N585UW,85,21.9,2276.29,663,56355,758622,16613821.799999999,19333.6,2040832.1399999901,18673987.539999988,331.3634555940021
N668AW,85,23.1,2122.09,574,48790,628168,14510680.8,29328.639999999992,1692137.8299999952,16232147.269999996,332.6941436769829
N3KLAA,85,21.2,2283.13,1023,86955,1191736,25264803.2,1160.5599999999968,3665639.1500000022,28931602.91,332.7192560519809
N397AA,85,21.7,2154.34,158,13430,177460,3850882.0,29418.63,588216.7099999997,4468517.34,332.72653313477286
N191UW,85,23.1,2290.53,670,56950,730013,16863300.3,17595.609999999993,2084709.7099999904,18965605.61999999,333.02204776119385
N678AW,85,21.4,2376.55,621,52785,731965,15664050.999999998,386.35000000000105,1928931.9599999937,17593369.30999999,333.3024402765936
N537UW,85,22.5,2262.54,594,50490,666323,14992267.5,42471.00000000001,1816569.7199999916,16851308.21999999,333.75536185383226
N184US,85,23.0,2147.06,665,56525,729089,16769047.0,4184.149999999996,2094230.049999991,18867461.19999999,333.78967182662524
N378AA,200,30.6,4194.91,270,54000,553470,16936182.0,88882.62,1006982.610000007,18032047.230000008,333.9268005555557
N348AA,85,23.3,2136.95,94,7990,98575,2296797.5,32073.469999999994,341190.20999999944,2670061.1799999997,334.17536670838547
N5FEAA,85,22.8,2146.65,228,19380,248871,5674258.8,71887.41999999998,730182.4200000011,6476328.640000001,334.1758844169247
N3DNAA,85,21.5,2260.69,941,79985,1084908,23325522.0,69812.91000000005,3349046.880000008,26744381.790000007,334.36746627492664
N188US,85,21.2,2199.72,611,51935,723859,15345810.799999999,35559.649999999994,1991545.1599999906,17372915.60999999,334.51267180128986
N3HNAA,85,21.8,2315.66,956,81260,1086729,23690692.2,60534.45999999999,3431499.0099999984,27182725.669999998,334.51545249815405
N905AW,200,28.9,4145.26,266,53200,588259,17000685.099999998,22404.449999999993,773577.9900000005,17796667.54,334.5238259398496
N3EFAA,85,21.9,2252.6,897,76245,1021022,22360381.799999997,15641.429999999971,3130803.2299999995,25506826.459999997,334.5376937504098
N5FPAA,85,23.3,2373.84,278,23630,298862,6963484.600000001,63346.35,898257.0800000039,7925088.030000004,335.38248116800696
N650AW,85,23.0,2358.05,554,47090,612315,14083245.0,16903.49000000001,1700726.3599999952,15800874.849999996,335.5462911446166
N866AA,85,22.1,2375.71,874,74290,988781,21852060.1,32844.18000000001,3064617.979999999,24949522.26,335.83957813972273
N3KKAA,85,21.5,2223.62,1059,90015,1230911,26464586.5,24509.430000000004,3749594.670000006,30238690.600000005,335.92946286729995
N3GFAA,85,21.4,2373.29,989,84065,1155060,24718284.0,51186.630000000034,3484237.539999998,28253708.169999998,336.09359626479505
N3HGAA,85,22.1,2303.21,1029,87465,1162855,25699095.5,79632.48000000001,3622853.179999999,29401581.16,336.15253141256505
N3LAAA,85,21.7,2373.45,1011,85935,1166609,25315415.3,27142.710000000003,3544901.489999995,28887459.499999996,336.1547623203584
N561UW,85,22.2,2252.53,695,59075,796344,17678836.8,20616.23,2179729.449999996,19879182.479999997,336.5075324587388
N152UW,85,22.6,2296.11,701,59585,790013,17854293.8,30092.209999999992,2168641.1999999923,20053027.209999993,336.5448889821263
N3HDAA,85,21.9,2213.77,1000,85000,1146719,25113146.099999998,14679.419999999995,3492825.1499999985,28620650.669999998,336.7135372941176
N181UW,85,22.0,2349.56,605,51425,702945,15464790.0,7656.19,1849356.819999992,17321803.00999999,336.83622771025745
N3DDAA,85,22.7,2144.51,497,42245,555397,12607511.9,8375.799999999996,1626201.5200000003,14242089.22,337.130766244526
N3CMAA,85,22.0,2311.27,938,79730,1068606,23509332.0,90307.23999999998,3295637.6400000006,26895276.88,337.32944788661734
N398AA,85,21.1,2263.52,123,10455,144052,3039497.2,60162.590000000004,428389.94999999925,3528049.7399999993,337.4509555236728
N3HBAA,85,22.1,2343.04,967,82195,1097530,24255413.0,54223.73999999999,3431429.459999996,27741066.199999996,337.5030865624429
N543UW,85,22.5,2323.27,630,53550,716537,16122082.5,18388.600000000006,1936956.8199999924,18077427.91999999,337.580353314659
N3DGAA,85,21.3,2353.73,917,77945,1076124,22921441.2,51533.72000000001,3350691.849999999,26323666.769999996,337.72104394124057
N926UW,85,22.5,2258.8,705,59925,799574,17990415.0,8700.519999999993,2244787.789999996,20243903.309999995,337.8206643304129
N197UW,85,23.5,2176.61,651,55335,706892,16611962.0,12749.189999999993,2071258.0199999902,18695969.20999999,337.86878485587766
N3KJAA,85,21.6,2278.82,984,83640,1145676,24746601.6,54339.45000000004,3500108.5699999975,28301049.619999997,338.36740339550454
N3JWAA,85,21.4,2320.5,1029,87465,1212385,25945039.0,22693.029999999995,3631415.760000004,29599147.790000007,338.4113392785686
N5FNAA,85,21.9,2208.34,236,20060,273884,5998059.6,42979.45000000001,748898.0700000009,6789937.120000001,338.4814117647059
N3DSAA,85,21.3,2303.85,926,78710,1100617,23443142.1,-11023.740000000014,3253187.210000002,26685305.570000004,339.0332304662686
N906AW,200,29.2,4161.77,338,67600,749476,21884699.2,52608.42,1005300.3700000006,22942607.990000002,339.38769215976333
N199UW,85,22.9,2256.01,694,58990,779762,17856549.8,12794.800000000003,2165173.4299999927,20034518.029999994,339.625665875572
N5FMAA,85,22.4,2168.49,224,19040,254536,5701606.399999999,52651.969999999994,714578.6500000004,6468837.02,339.7498434873949
N3AJAA,85,22.3,2154.87,848,72080,960446,21417945.8,97335.28,2982464.2099999976,24497745.29,339.86883032741395
N3EJAA,85,22.4,2377.83,1005,85425,1137371,25477110.4,33297.11,3558547.479999999,29068954.99,340.28627439274214
N552UW,85,22.6,2175.39,620,52700,704700,15926220.000000002,45822.709999999985,1961975.7999999907,17934018.509999994,340.3039565464895
N3ADAA,85,21.8,2325.92,1019,86615,1181207,25750312.6,64860.699999999975,3671803.280000007,29486976.580000006,340.43729815851765
N3KRAA,85,21.7,2376.54,1040,88400,1216383,26395511.099999998,32736.91,3720879.1100000096,30149127.12000001,341.0534742081449
N555AY,85,21.9,2135.53,460,39100,546395,11966050.5,27707.190000000002,1342225.3399999947,13335983.029999994,341.07373478260854
N5FRAA,85,22.5,2254.46,268,22780,304958,6861555.0,33963.32999999999,879019.2100000026,7774537.540000003,341.28786391571566
N3FNAA,85,22.4,2405.76,979,83215,1108634,24833401.599999998,64377.569999999985,3507793.240000005,28405572.410000004,341.35158817520886
N3EPAA,85,21.9,2359.9,971,82535,1121266,24555725.4,96241.76000000001,3559619.699999999,28211586.86,341.8136167686436
N557UW,85,22.3,2170.33,622,52870,724552,16157509.6,19796.109999999997,1907689.7399999911,18084995.44999999,342.06535748061265
N3FCAA,85,21.8,2216.91,980,83300,1147365,25012557.0,44220.11000000001,3443566.949999994,28500344.059999995,342.1409851140456
N3GWAA,85,22.4,2201.48,1068,90780,1213997,27193532.799999997,92206.28,3781373.5600000066,31067112.640000004,342.22419740030847
N3CEAA,85,22.7,2171.78,1062,90270,1192516,27070113.2,48928.61999999997,3791556.810000005,30910598.630000006,342.42382441564206
N3JMAA,85,21.5,2372.31,1044,88740,1242749,26719103.5,20880.960000000006,3658884.9700000053,30398869.430000007,342.56107088122616
N601AW,85,23.1,2371.69,497,42245,564534,13040735.4,44564.35999999999,1387836.0399999942,14473135.799999993,342.5999715942714
N3AXAA,85,22.1,2267.44,945,80325,1091832,24129487.200000003,44505.55999999998,3348352.8099999996,27522345.57,342.6373553688142
N921US,85,21.1,2340.04,656,55760,807976,17048293.6,20321.6,2047986.1199999896,19116601.319999993,342.83718292682914
N3MUAA,85,22.1,2280.98,388,32980,460583,10178884.3,2253.920000000001,1136798.130000003,11317936.350000003,343.1757534869619
N3BFAA,85,22.7,2164.01,989,84065,1108357,25159703.9,66450.69999999998,3629987.440000008,28856142.040000007,343.259882709808
N3FPAA,85,21.4,2313.82,998,84830,1197409,25624552.599999998,-10573.179999999998,3505344.1799999955,29119323.599999994,343.26681126959795
N3KGAA,85,23.1,2366.01,1094,92990,1213057,28021616.700000003,18078.22000000001,3885012.560000011,31924707.48000001,343.3133399290248
N584UW,85,22.2,2409.66,679,57715,797016,17693755.2,26446.299999999985,2100417.1199999917,19820618.61999999,343.4223099714111
N3FJAA,85,22.1,2265.57,998,84830,1152837,25477697.700000003,69430.93999999999,3587321.4699999965,29134450.11,343.44512684191915
N925UY,85,23.2,2385.4,703,59755,789527,18317026.4,20443.84000000001,2188492.849999995,20525963.089999992,343.50201807380125
N5FJAA,85,22.1,2306.59,220,18700,257082,5681512.2,33307.860000000015,710121.6800000002,6424941.74,343.57977219251336
N919US,85,21.8,2354.96,687,58395,818748,17848706.400000002,15256.230000000003,2204352.269999994,20068314.9,343.6649524788081
N167US,85,22.4,2138.48,650,55250,755829,16930569.599999998,24082.09,2035656.2999999872,18990307.989999983,343.7159817194567
N3DXAA,85,22.3,2202.9,949,80665,1094132,24399143.6,51185.70999999999,3281375.6700000055,27731704.980000008,343.7885697638382
N523UW,85,22.3,2398.66,626,53210,733098,16348085.4,28534.91999999999,1922081.899999991,18298702.21999999,343.8959259537679
N156UW,85,23.3,2368.94,688,58480,769453,17928254.900000002,6835.570000000003,2181731.2699999916,20116821.739999995,343.99489979480154
N3KNAA,85,21.9,2202.05,987,83895,1159214,25386786.599999998,21984.909999999978,3471008.48,28879779.99,344.2372011442875
N3CGAA,85,23.1,2250.36,1067,90695,1182287,27310829.700000003,78736.96999999999,3845988.310000003,31235554.980000004,344.40217189481234
N3HKAA,85,22.2,2284.66,1013,86105,1172324,26025592.8,56144.009999999995,3595239.809999998,29676976.62,344.6603172870333
N539UW,85,21.7,2227.32,585,49725,696868,15122035.6,18030.71,2003202.5499999882,17143268.85999999,344.76156581196557
N560UW,85,22.2,2275.71,658,55930,775830,17223426.0,19130.27000000001,2055047.519999989,19297603.789999988,345.03135687466454
N856AA,85,21.0,2130.79,1136,96560,1387158,29130318.0,68321.44,4144940.39000001,33343579.830000013,345.31462127174825
N3ESAA,85,22.9,2260.99,1062,90270,1187928,27203551.2,85431.18000000001,3905679.8200000147,31194662.200000014,345.57064584025716
N354AA,200,31.6,4501.54,245,49000,506224,15996678.4,78777.62,869055.3600000053,16944511.380000006,345.80635469387767
N3DEAA,85,22.2,2183.48,930,79050,1083496,24053611.2,44054.82000000001,3247541.7899999926,27345207.80999999,345.92293244781774
N553UW,85,22.6,2103.36,682,57970,790407,17863198.200000003,25672.769999999986,2167792.399999994,20056663.369999997,345.9834978437122
N578UW,85,23.4,2279.94,682,57970,763668,17869831.2,46518.3,2140656.459999996,20057005.959999997,345.9894076246334
N3GGAA,85,22.4,2206.22,1045,88825,1201306,26909254.4,89301.84000000001,3740425.700000002,30738981.94,346.06227908809456
N3ABAA,85,23.1,2363.97,984,83640,1098434,25373825.400000002,36985.630000000005,3537157.1400000015,28947968.17,346.1019628168341
N3MXAA,85,23.2,2281.26,244,20740,279119,6475560.8,15308.869999999997,688094.610000001,7178964.280000001,346.1409971070396
N549UW,85,23.3,2321.34,648,55080,732578,17069067.400000002,28293.09,1974233.499999992,19071593.989999995,346.25261419753076
N189UW,85,22.6,2376.15,641,54485,746189,16863871.400000002,47164.64999999998,1969332.2299999904,18880368.27999999,346.52414939891696
N3BLAA,85,22.9,2348.17,987,83895,1114395,25519645.5,79508.13000000003,3476551.0299999947,29075704.659999993,346.5725568865843
N3BCAA,85,22.0,2316.41,1043,88655,1230597,27073134.0,49868.78999999999,3713939.220000006,30836942.010000005,347.8308274772997
N3EXAA,85,23.0,2230.64,950,80750,1075735,24741905.0,29999.86999999999,3317131.700000006,28089036.570000008,347.85184606811157
N3HAAA,85,22.8,2356.87,1024,87040,1169324,26660587.2,-10232.779999999999,3642643.980000006,30292998.400000006,348.0353676470589
N3NCAA,85,23.2,2387.6,43,3655,48109,1116128.8,-1333.8899999999999,157289.74000000005,1272084.6500000001,348.03957592339265
N3ACAA,85,22.2,2265.01,924,78540,1082076,24022087.2,64079.13999999999,3316477.100000001,27402643.44,348.9004766997708
N3GBAA,85,22.0,2190.98,940,79900,1107310,24360820.0,61918.92999999997,3490732.2000000007,27913471.13,349.3550829787234
N395AA,85,23.4,2304.29,71,6035,79445,1859013.0,14720.009999999998,236336.56999999983,2110069.58,349.6387042253521
N155UW,85,22.9,2332.46,683,58055,791180,18118022.0,11135.689999999999,2184335.739999994,20313493.429999996,349.90084282146233
N3BAAA,85,22.3,2130.2,960,81600,1127236,25137362.8,86825.8499999999,3370124.0299999947,28594312.679999996,350.4204985294117
N3GCAA,85,22.9,2252.58,1047,88995,1200498,27491404.2,-8694.960000000001,3712033.2200000104,31194742.46000001,350.52241654025516
N3BPAA,85,22.8,2230.95,950,80750,1097568,25024550.400000002,42822.51,3305613.659999993,28372986.569999997,351.36825473684206
N854AA,85,21.6,2401.28,1132,96220,1370038,29592820.8,89310.32,4136057.550000013,33818188.67000002,351.46735262939114
N923US,85,22.9,2238.04,709,60265,826272,18921628.799999997,6752.879999999996,2262761.9599999944,21191143.63999999,351.6326829834894
N3EKAA,85,23.4,2383.54,1027,87295,1152910,26978094.0,78322.20999999998,3650308.269999996,30706724.479999997,351.75811306489487
N575UW,85,22.3,2166.19,684,58140,821213,18313049.900000002,-2405.57,2155807.0299999947,20466451.359999996,352.0201472308221
N5EUAA,85,23.3,2255.92,248,21080,282479,6581760.7,41354.600000000006,802737.6000000017,7425852.900000001,352.27006166982926
N3AHAA,85,23.0,2341.39,894,75990,1027662,23636226.0,15402.56,3125750.4599999962,26777379.019999996,352.38030030267134
N959UW,21,15.3,3246.01,944,19824,283492,4337427.600000001,-9233.739999999994,2658373.629999959,6986567.489999959,352.4297563559301
N3DTAA,85,22.3,2414.82,968,82280,1144808,25529218.400000002,37801.329999999994,3439161.2899999986,29006181.02,352.53015337870687
N3KXAA,85,23.0,2134.43,976,82960,1121298,25789854.0,34856.840000000026,3428080.9599999953,29252791.799999997,352.61320877531335
N3GKAA,85,23.5,2384.59,1105,93925,1242273,29193415.5,45013.170000000006,3881267.650000006,33119696.320000008,352.61853947298385
N3HSAA,85,23.1,2225.54,1010,85850,1155845,26700019.5,17571.1,3559274.439999999,30276865.04,352.6716952824694
N3HPAA,85,22.8,2130.08,1055,89675,1218763,27787796.400000002,16930.839999999993,3834476.010000008,31639203.25000001,352.820777808754
N851AA,85,21.8,2349.49,1178,100130,1414061,30826529.8,149117.01000000007,4371015.280000009,35346662.09000001,353.0077108758615
N3FFAA,85,22.9,2135.72,1032,87720,1190282,27257457.799999997,56022.09000000002,3660605.7800000026,30974085.669999998,353.1017518239854
N3MPAA,85,22.0,2251.92,562,47770,685537,15081814.0,7591.209999999999,1782277.4,16871682.61,353.18573602679504
N3BGAA,85,22.7,2283.31,970,82450,1129731,25644893.7,69563.57999999997,3410785.889999998,29125243.169999994,353.24733984232864
N3AEAA,85,22.4,2314.55,984,83640,1162614,26042553.599999998,39326.78999999999,3467073.860000009,29548954.250000007,353.2873535389767
N3ALAA,85,23.2,2102.59,900,76500,1024912,23777958.4,52355.75000000002,3222624.660000006,27052938.810000006,353.63318705882364
N3MRAA,85,23.0,2385.86,547,46495,638433,14683959.0,14758.179999999998,1766072.0500000005,16464789.23,354.1195661899129
N3LBAA,85,22.7,2304.78,1040,88400,1214719,27574121.3,33955.67,3707387.540000005,31315464.51000001,354.24733608597296
N920US,85,23.1,2250.59,714,60690,834140,19268634.0,10160.84,2221063.1699999976,21499858.009999998,354.2570112044818
N3BYAA,85,22.4,2387.75,929,78965,1101048,24663475.2,26066.4,3284566.9200000064,27974108.520000003,354.25958994491236
N3CPAA,85,23.2,2247.89,885,75225,1012256,23484339.2,60001.48999999999,3105660.8800000004,26650001.569999997,354.2705426387504
N880AA,85,22.1,2101.41,284,24140,347318,7675727.800000001,3129.1500000000005,873342.0600000028,8552199.010000004,354.2750211267607
N3CHAA,85,23.0,2317.2,1005,85425,1162851,26745573.0,47009.31000000001,3522404.4599999986,30314986.769999996,354.87254047410005
N5FSAA,85,23.1,2307.01,224,19040,258191,5964212.100000001,35963.77999999999,756753.7900000012,6756929.670000002,354.8807599789917
N3JTAA,85,22.7,2170.28,1034,87890,1211642,27504273.4,50328.22000000001,3671029.8200000036,31225631.44,355.2808219365116
N872AA,85,21.7,2170.26,486,41310,608322,13200587.4,2283.23,1498654.1099999952,14701524.739999996,355.88295182764455
N3CLAA,85,23.1,2317.78,968,82280,1112967,25709537.700000003,60616.30000000002,3515696.129999998,29285850.130000003,355.9291459649976
N3HTAA,85,22.7,2348.49,1011,85935,1183452,26864360.4,74140.01999999999,3661269.060000004,30599769.48,356.08040356083086
N3BMAA,85,22.6,2313.64,1022,86870,1204332,27217903.200000003,75151.65,3674647.8100000056,30967702.660000008,356.48328145504786
N5ELAA,85,21.0,2359.04,624,53040,785213,16489473.0,200527.28000000003,2230196.409999989,18920196.68999999,356.7156238687781
N3GVAA,85,23.3,2298.56,987,83895,1132921,26397059.3,40569.670000000006,3512124.2299999995,29949753.200000003,356.9909196018833
N583UW,85,23.3,2234.89,700,59500,814548,18978968.400000002,36731.810000000005,2226150.8999999957,21241851.109999996,357.00590100840327
N3EDAA,85,22.8,2243.56,944,80240,1109314,25292359.2,68385.05000000002,3309181.3599999966,28669925.609999996,357.30216363409767
N5EHAA,85,21.4,2193.35,519,44115,649624,13901953.6,140103.0,1737321.6600000001,15779378.26,357.68736846877476
N572UW,85,22.6,2154.79,690,58650,830908,18778520.8,18189.67,2197184.5499999938,20993895.019999996,357.9521742540494
N394AA,85,21.9,2120.84,113,9605,138569,3034661.0999999996,11716.55,396636.2999999993,3443013.949999999,358.460588235294
N3CWAA,85,23.1,2107.62,982,83470,1143830,26422473.0,67355.61999999997,3473679.2299999944,29963507.849999994,358.97337786030903
N5BYAA,85,21.1,2301.54,298,25330,376440,7942884.000000001,37709.12999999999,1127044.350000007,9107637.480000008,359.5593162258195
N857AA,85,22.7,2245.28,1132,96220,1338452,30382860.4,55553.909999999996,4162095.140000005,34600509.45,359.59789492828935
N342AA,85,21.6,2374.12,88,7480,109927,2374423.2,9325.03,306274.8699999995,2690023.0999999996,359.6287566844919
N558UW,85,23.4,2259.31,660,56100,773194,18092739.599999998,20026.200000000004,2089792.8499999917,20202558.649999987,360.11690998217443
N3EEAA,85,22.4,2399.03,998,84830,1203072,26948812.799999997,62762.569999999985,3545037.5100000026,30556612.88,360.2099832606389
N3CKAA,85,23.4,2226.05,998,84830,1155497,27038629.799999997,51282.90999999997,3507541.149999996,30597453.859999992,360.6914282683012
N649AW,85,23.3,2389.14,482,40970,556999,12978076.700000001,38358.57000000002,1772694.8399999954,14789130.109999998,360.97461825726134
N568UW,85,23.2,2356.68,655,55675,777217,18031434.4,18829.370000000003,2055076.4899999918,20105340.25999999,361.119717287831
N580UW,85,23.1,2129.95,661,56185,789949,18247821.900000002,4875.180000000003,2053052.709999991,20305749.78999999,361.40873524962166
N3BTAA,85,23.1,2400.84,950,80750,1118715,25842316.5,42274.01999999998,3315779.560000004,29200370.080000002,361.6144901547988
N3KWAA,85,23.5,2394.73,964,81940,1112528,26144408.0,57875.23,3448923.739999998,29651206.97,361.86486416890403
N7LMAA,200,29.3,4094.28,4,800,9368,274482.4,173.81999999999994,15188.220000000001,289844.44000000006,362.3055500000001
N937UW,85,23.4,2225.15,255,21675,302132,7069888.8,19784.63,776932.8800000007,7866606.3100000005,362.9345471741638
N3FEAA,85,23.4,2199.77,1038,88230,1210027,28314631.799999997,22498.649999999998,3710684.6200000043,32047815.07,363.23036461521025
N3EGAA,85,22.5,2290.06,939,79815,1139826,25646085.0,66080.03000000001,3305041.2800000072,29017206.31000001,363.55580166635355
N3HUAA,85,22.9,2332.39,1035,87975,1241236,28424304.4,15990.66,3715082.850000004,32155377.910000004,365.5058585961921
N874AA,85,22.4,2141.91,508,43180,636415,14255696.0,9485.52,1598431.139999993,15863612.659999993,367.383340898564
N393AA,85,21.8,2409.89,85,7225,105829,2307072.2,32787.829999999994,316538.6099999994,2656398.6399999997,367.66763183391
N852AA,85,22.4,2226.4,1150,97750,1412508,31640179.2,123227.50999999997,4209904.170000007,35973310.88000001,368.0134105370845
N858AA,85,22.7,2275.36,1151,97835,1392082,31600261.4,160394.08999999994,4282226.340000006,36042881.830000006,368.40478182654476
N877AA,85,22.4,2130.47,273,23205,345558,7740499.199999999,5278.22,831953.2500000028,8577730.670000002,369.65010428786906
N850AA,85,22.2,2387.35,1094,92990,1366967,30346667.4,101432.13999999998,4035182.8200000147,34483282.360000014,370.82785632863767
N642AA,85,22.5,2164.35,95,8075,117127,2635357.5,23766.709999999995,344116.0199999995,3003240.2299999995,371.91829473684203
N7AVAA,85,23.2,2163.05,36,3060,42024,974956.7999999999,23074.019999999997,141191.35999999996,1139222.18,372.29483006535946
N3GEAA,85,23.3,2159.25,1033,87805,1248931,29100092.3,30308.280000000002,3699370.40000001,32829770.98000001,373.89409464153533
N783AA,200,28.6,4181.19,661,132200,1648357,47143010.2,10429.080000000004,2277337.2299999944,49430776.51,373.9090507564296
N5EMAA,85,23.3,2253.44,73,6205,86905,2024886.5,19326.969999999998,276957.5899999997,2321171.0599999996,374.08075100725216
N3LNAA,85,21.2,2400.6,1075,91375,1426587,30243644.4,35305.17,3934536.9700000295,34213486.54000003,374.42940125855023
N345AA,85,21.2,2309.72,103,8755,135329,2868974.8,34399.78,385124.5499999993,3288499.129999999,375.6138355225584
N793AA,200,28.6,4218.3,633,126600,1587788,45410736.800000004,37348.689999999995,2223732.869999992,47671818.35999999,376.55464739336486
N862AA,85,23.3,2387.58,1098,93330,1332219,31040702.7,133951.91999999998,4044367.850000005,35219022.470000006,377.36014646951685
N855AA,85,22.9,2165.98,1094,92990,1355708,31045713.2,102281.08000000005,4012386.6500000046,35160380.93,378.10926906118937
N5CAAA,85,23.1,2391.27,245,20825,298157,6887426.7,63438.91999999999,925141.2200000044,7876006.8400000045,378.1996081632655
N3LDAA,85,21.2,2284.11,1088,92480,1460150,30955180.0,1179.2299999999996,4045812.030000042,35002171.26000004,378.4836857698967
N564UW,85,23.2,2391.03,182,15470,223179,5177752.8,1674.9099999999976,685167.9899999998,5864595.699999999,379.0947446670976
N5DYAA,85,23.5,2171.85,87,7395,105733,2484725.5,8598.31,324639.1999999995,2817963.01,381.06328735632184
N3NBAA,85,22.4,2409.42,64,5440,82121,1839510.4,-7618.22,247050.50999999995,2078942.69,382.15858272058824
N882AA,85,23.3,2233.86,134,11390,163841,3817495.3000000003,-1125.35,540380.580000001,4356750.530000001,382.5066312554874
N3LCAA,85,21.6,2290.33,1064,90440,1416392,30594067.200000003,-2254.6599999999994,4008568.9700000323,34600381.510000035,382.57830064130957
N875AA,85,22.6,2341.05,381,32385,496995,11232087.0,22347.870000000003,1144166.360000002,12398601.23,382.8501228964027
N792AA,200,29.6,4387.25,671,134200,1661488,49180044.800000004,6024.010000000001,2348207.8499999978,51534276.66,384.0110034277198
N5DUAA,85,21.1,2180.38,240,20400,328342,6928016.2,25508.719999999998,883985.3900000027,7837510.310000002,384.1916818627452
N5DLAA,85,22.9,2278.16,74,6290,93254,2135516.6,16472.039999999997,279458.9499999997,2431447.59,386.5576454689984
N5BSAA,85,23.5,2134.19,293,24905,361166,8487401.0,31803.099999999995,1112569.5700000064,9631773.670000006,386.7405609315401
N3LGAA,85,21.6,2327.9,1090,92650,1474386,31846737.6,-4083.4699999999984,3995380.2500000317,35838034.38000003,386.8109485159205
N864AA,85,22.9,2212.89,947,80495,1215067,27825034.299999997,61738.28999999999,3378098.0299999993,31264870.619999997,388.4076106590471
N3MJAA,85,21.3,2400.07,934,79390,1296642,27618474.6,-13127.019999999991,3393221.700000033,30998569.280000035,390.45936868623295
N3MCAA,85,21.7,2236.44,1108,94180,1519035,32963059.5,3490.019999999995,4102119.4900000338,37068669.010000035,393.5938523040989
N5EGAA,85,22.9,2230.62,394,33490,511426,11711655.399999999,27830.889999999996,1472190.2100000058,13211676.500000006,394.4961630337416
N3MDAA,85,22.2,2226.83,1118,95030,1514133,33613752.6,-8108.929999999991,4161766.810000039,37767410.48000004,397.4261862569719
N3NAAA,85,23.2,2253.14,91,7735,117125,2717300.0,30.429999999999467,356878.9899999997,3074209.42,397.4414246929541
N3MKAA,85,21.9,2249.9,798,67830,1106762,24238087.799999997,-15405.420000000002,2846759.030000011,27069441.410000008,399.07771502285135
N5CNAA,85,22.9,2106.83,393,33405,513991,11770393.899999999,70233.54999999999,1495106.430000001,13335733.88,399.21370693010033
N3LWAA,85,22.8,2390.0,1084,92140,1443316,32907604.8,-22905.299999999996,4029880.2100000307,36914579.71000003,400.6357685044501
N3MGAA,85,21.0,2332.42,993,84405,1448685,30422385.0,-13003.039999999992,3675562.3200000343,34084944.28000004,403.82612736212354
N796AA,200,31.2,4469.34,709,141800,1765245,55075644.0,-1594.739999999998,2460645.300000003,57534694.56,405.7453777150917
N388AA,85,23.2,2161.39,135,11475,178753,4147069.6,24120.710000000003,488391.5399999991,4659581.85,406.0637777777778
N3LEAA,85,22.2,2121.91,1050,89250,1461327,32441459.4,77114.40000000001,3813960.1600000253,36332533.96000002,407.0872152380955
N785AA,200,31.5,4386.62,711,142200,1760817,55465735.5,15409.239999999994,2511029.4000000055,57992174.14000001,407.82119648382564
