TAIL_NUMBER,PASSENGER_CAPACITY,FUEL_COST/MILE,BASE_COST/FLIGHT
N559AA,368,30.7,7307.3
N768AS,85,22.8,2230.06
N568AS,524,38.4,9987.82
N323JB,5,0.24,517.06
N590JB,85,22.8,2216.73
N624AG,200,30.0,3989.73
N932DL,21,15.7,3336.82
N942DN,200,28.7,4443.0
N935DL,21,16.3,3295.95
N913DL,85,21.4,2336.43
N825DN,200,29.6,4145.1
N14907,21,15.6,3539.22
N176PQ,85,22.8,2385.11
N614QX,85,22.9,2249.28
N979EV,200,31.2,4422.87
N16147,524,37.6,10430.69
N393HA,85,23.4,2353.08
N370HA,85,21.9,2361.27
N518MQ,5,0.25,478.8
N543MQ,85,23.5,2153.2
N693MQ,200,28.6,4071.12
N621MQ,85,21.1,2213.1
N939SW,524,38.1,9248.89
N125SY,368,33.5,7817.09
N3765,85,21.5,2263.34
N27152,5,0.25,507.46
N716SK,200,30.9,4477.59
N39416,200,30.9,4482.0
N746UW,85,21.7,2358.7
N624AW,200,29.0,4372.42
N108UW,5,0.27,500.37
N526VA,85,23.3,2104.96
N7740A,5,0.25,451.95
N378SW,368,31.3,7905.14
N355SW,85,21.4,2277.98
N288WN,200,29.9,4123.26
N282WN,85,22.6,2282.04
N353SW,524,35.8,9530.36
N484WN,5,0.26,503.84
N14242,368,33.6,7151.67
N35271,85,22.4,2363.0
N3KNAA,85,21.9,2202.05
N3JPAA,368,31.1,6980.56
N3LDAA,85,21.2,2284.11
N969AT,85,23.0,2286.37
N370NB,85,23.1,2154.13
N923EV,85,21.7,2363.34
N809SK,368,34.0,7715.02
N762SK,85,22.4,2393.39
N956AT,21,15.9,3606.42
N665DN,200,30.8,3967.74
N75436,200,31.3,4408.39
N629BR,85,23.4,2315.42
N713UW,85,23.5,2221.09
N14230,85,22.1,2209.96
N844VA,200,28.6,4407.81
N200WN,368,31.4,6966.6
N209WN,200,29.5,4307.41
N963WN,524,35.2,10188.91
N8640D,524,37.4,9542.18
N8301J,368,30.5,7497.23
N949WN,368,34.0,6888.29
N616SW,85,21.7,2297.18
N425LV,85,23.1,2177.66
N14115,524,37.3,9339.76
N38727,85,21.7,2381.83
N3CFAA,368,31.7,7286.49
N760AS,85,21.7,2163.64
N609AS,524,38.0,10078.19
N336NW,21,15.4,3535.99
N829DN,524,35.7,9223.04
N960DL,524,37.3,10450.9
N927FR,524,36.8,10264.54
N687MQ,200,29.0,4364.45
N809MQ,85,22.7,2166.95
N437SW,200,30.9,4253.86
N609SK,85,23.4,2184.0
N14162,200,31.2,4449.17
N752EV,85,22.4,2171.8
N779UA,85,21.5,2399.0
N721UW,200,31.1,4280.12
N558UW,85,23.4,2259.31
N626SW,85,22.6,2344.59
N617SW,200,29.6,4011.42
N8623F,200,28.7,4296.1
N500WR,85,21.4,2271.01
N8630B,21,16.3,3200.34
N966WN,200,29.8,4277.65
N8326F,85,21.7,2386.51
N446WN,200,30.6,4412.25
N712SW,85,22.9,2177.97
N546UW,368,33.7,7760.73
N806AW,85,23.3,2172.44
N791AA,85,23.3,2145.09
N3FYAA,524,36.6,9530.02
N546AS,200,28.3,4090.65
N537AS,200,29.0,4212.61
N6701,85,23.2,2378.29
N981DL,524,36.5,9177.09
N688DL,85,21.5,2408.83
N302DQ,524,37.3,9871.0
N361NW,85,21.9,2403.3
N13553,85,21.5,2201.02
N21197,85,22.6,2254.71
N12530,524,35.4,9862.92
N392HA,85,23.4,2123.1
N106SY,85,22.3,2358.23
N967SW,85,22.5,2356.58
N795SK,5,0.26,471.91
N14991,200,31.0,3997.83
N472CA,21,16.3,3484.7
N410UA,85,22.0,2293.76
N13566,21,15.6,3234.31
N14905,85,21.4,2234.75
N824SK,524,36.9,9211.18
N212UA,524,35.5,10442.87
N112US,368,31.6,7035.07
N170US,368,31.7,7578.43
N192UW,368,31.2,7039.48
N948UW,200,30.5,4125.47
N189UW,85,22.6,2376.15
N790SW,85,23.4,2216.27
N8603F,85,21.7,2274.24
N656SW,524,39.0,9905.08
N213WN,85,22.8,2279.88
N557WN,85,21.8,2193.09
N603SW,85,22.7,2312.21
N755SA,85,22.1,2360.79
N33203,200,29.4,4064.83
N764AS,524,35.2,10329.09
N585AS,21,16.0,3587.52
N360NB,200,31.0,4529.47
N146PQ,524,37.9,9204.84
N17196,85,23.0,2298.58
N806SK,85,23.5,2143.87
N11155,200,29.6,4359.84
N16178,21,15.8,3261.43
N760SK,200,29.1,4475.43
N13995,524,37.4,9798.18
N12528,85,23.2,2132.87
N123UW,524,35.4,9649.35
N837AW,200,29.5,3992.41
N700GS,85,22.2,2133.87
N8628A,85,22.1,2216.4
N522SW,21,15.2,3370.35
N647AW,200,28.4,4203.45
N3FNAA,85,22.4,2405.76
N753EV,85,21.4,2380.28
N186PQ,85,23.1,2406.96
N16541,85,22.7,2254.17
N24128,368,34.0,7556.53
N69835,200,30.1,4427.57
N16217,85,21.6,2145.8
N3DWAA,524,38.8,10024.57
N559UW,524,36.5,10405.92
N579UW,200,28.7,4037.37
N750UW,524,38.8,9619.09
N710UW,368,34.1,7799.0
N630VA,85,22.6,2202.21
N836VA,85,22.3,2402.96
N740SW,368,31.9,7789.27
N524SW,85,23.3,2316.82
N777QC,200,29.1,3997.08
N397SW,85,22.5,2282.16
N201LV,85,22.4,2154.47
N41135,85,23.3,2219.54
N14731,85,21.8,2302.92
N78001,200,29.6,4300.08
N383AA,85,22.5,2333.68
N789AA,368,31.0,7575.54
N5DJAA,524,35.6,10254.36
N548AS,85,22.0,2118.56
N319US,200,30.6,4518.21
N953DL,85,21.1,2332.2
N981AT,200,31.4,4483.04
N364NB,368,31.8,7630.08
N995DL,21,15.7,3527.58
N11539,5,0.24,477.7
N390HA,200,29.5,3961.42
N506MQ,85,21.6,2221.42
N804SK,85,21.9,2224.98
N964SW,85,21.6,2104.29
N595UA,524,37.9,10193.23
N996DL,200,29.5,4343.17
N871AS,524,38.9,9918.14
N840VA,200,31.2,4043.01
N296WN,200,29.2,3997.61
N8328A,200,28.5,4424.94
N431WN,200,28.9,4480.62
N448WN,200,28.9,4368.76
N961WN,200,28.2,3961.33
N290WN,85,21.7,2115.19
N226WN,21,15.7,3526.15
N947WN,524,35.9,9612.29
N465WN,85,21.4,2207.06
N453WN,85,22.5,2399.53
N412WN,524,38.6,10020.19
N18119,200,28.2,4415.73
N3AKAA,368,33.1,7686.57
N945DL,524,38.8,10210.31
N136DL,21,16.6,3563.52
N16911,85,21.1,2235.89
N12195,200,31.0,4207.68
N927SW,85,21.7,2127.66
N607AT,85,23.0,2178.78
N549UW,85,23.3,2321.34
N835VA,200,29.0,4443.21
N389SW,524,37.1,9795.58
N760SW,85,22.3,2319.21
N8318F,85,22.7,2170.83
N525SW,368,30.8,7150.21
N748SW,85,21.2,2271.85
N218WN,200,31.5,4487.87
N7748A,368,30.5,7400.41
N645SW,200,31.2,4280.81
N246LV,524,36.0,10491.01
N915WN,85,21.8,2158.06
N257WN,524,37.5,10139.49
N765SW,368,33.9,7417.33
N462WN,524,35.6,9932.16
N27213,21,15.6,3520.71
N940DN,368,32.9,7723.81
N129DL,85,21.9,2103.24
N224AG,200,30.7,4303.46
N586SW,200,28.7,4464.71
N929SW,85,21.9,2183.92
N14904,524,37.5,10402.56
N31131,200,28.5,4363.21
N431UA,85,21.2,2150.26
N45440,368,32.4,7360.46
N14117,85,22.6,2384.67
N290SW,368,32.4,7354.65
N945UW,85,21.1,2389.91
N806UA,85,23.1,2405.78
N530VA,85,22.1,2232.05
N602SW,85,23.3,2185.91
N719SW,21,16.5,3407.11
N935WN,85,21.8,2186.59
N640SW,200,29.7,4127.75
N679AW,85,23.2,2258.55
N3KWAA,85,23.5,2394.73
N4WJAA,85,22.9,2312.3
N3HGAA,85,22.1,2303.21
N921DL,524,36.8,10187.16
N5DLAA,85,22.9,2278.16
N909SW,21,15.6,3396.28
N765SK,21,16.9,3600.96
N825SK,85,23.4,2317.33
N21130,200,30.9,4454.64
N14902,200,29.1,4483.0
N992DL,200,30.4,4298.43
N919AT,200,28.5,4410.86
N492WN,368,31.5,7759.7
N223WN,85,21.2,2199.06
N366SW,200,30.1,4454.63
N609SW,200,30.4,4384.37
N950WN,85,21.3,2122.33
N360SW,85,21.6,2353.21
N678AW,85,21.4,2376.55
N3CMAA,85,22.0,2311.27
N566AA,200,31.3,4301.76
N3HHAA,85,21.1,2379.49
N528AA,85,23.2,2103.67
N804NW,200,31.3,4452.86
N125DL,524,37.3,9186.74
N909DA,85,21.1,2302.16
N542US,85,22.3,2334.21
N127DL,85,21.5,2156.19
N822MQ,200,28.7,4279.6
N827MQ,200,28.9,4384.87
N783SK,200,29.4,4292.31
N904DE,368,32.0,6972.88
N528CA,524,37.9,9884.98
N818DA,85,23.0,2319.13
N481UA,85,22.5,2240.55
N27239,200,29.7,4120.68
N13903,85,21.4,2342.13
N587UW,85,21.5,2389.89
N588UA,85,21.0,2396.88
N847VA,524,39.1,9404.65
N8620H,524,38.9,9496.09
N752SW,524,38.2,9508.31
N368AA,85,22.3,2116.07
N376AA,85,22.9,2135.24
N4YBAA,524,39.1,9406.2
N7BHAA,85,23.2,2260.96
N5FHAA,85,21.4,2227.7
N556AA,524,36.1,9375.99
N16170,85,22.8,2390.53
N922EV,200,28.6,4288.91
N690MQ,21,16.5,3249.17
N900MQ,524,35.9,9693.85
N856MQ,85,22.3,2176.12
N505MQ,524,37.8,10141.47
N988CA,524,39.0,9635.67
N817SK,85,23.0,2149.49
N857AS,524,37.8,10519.07
N919EV,85,21.4,2360.44
N814UA,85,22.4,2271.2
N957UW,21,16.5,3514.28
N851VA,5,0.26,453.16
N8633A,200,29.2,4330.05
N297WN,85,23.2,2300.72
N7715E,85,21.1,2113.21
N528SW,368,33.1,7249.76
N612SW,524,36.2,9766.86
N924WN,85,22.8,2310.23
N725SW,85,21.2,2306.62
N8321D,85,21.5,2412.57
N289CT,5,0.26,501.33
N382SW,368,33.5,7242.39
N386SW,524,39.1,10101.19
N7739A,21,16.9,3514.56
N408WN,85,23.0,2161.18
N79279,85,22.7,2127.58
N74856,85,21.1,2401.06
N786AA,368,33.4,7665.65
N3GJAA,524,37.9,9682.68
N3CJAA,524,38.9,9308.62
N951DN,524,38.3,10447.65
N306DQ,368,30.7,7212.64
N350NA,85,22.9,2139.33
N802DN,85,23.3,2270.86
N914DL,85,22.1,2210.07
N956DN,85,22.8,2205.08
N139DL,21,16.9,3385.83
N851AS,85,21.3,2277.28
N850AS,85,21.9,2402.6
N166PQ,368,33.9,7725.72
N8923A,368,31.2,7213.8
N13958,200,29.9,4194.34
N453UA,85,21.4,2110.69
N307DQ,200,29.2,4275.02
N153UW,524,36.1,10378.69
N801UA,200,30.4,4306.52
N770SA,368,33.5,7038.99
N240WN,85,23.0,2240.97
N399WN,368,32.0,7662.75
N723SW,368,33.5,7161.48
N766SW,524,39.2,9644.47
N274WN,200,31.0,4244.7
N560WN,368,34.0,7477.9
N3DHAA,85,21.9,2333.58
N676MQ,368,30.7,7230.96
N981EV,524,38.9,10393.85
N787SK,85,22.6,2269.18
N978SW,368,33.8,6917.99
N849UA,85,21.5,2175.29
N855AS,85,21.5,2227.57
N634VA,524,35.6,9977.84
N797MX,85,23.2,2245.15
N604SW,200,31.1,4467.07
N460WN,85,21.5,2181.39
N838AW,368,33.2,7636.83
N3LKAA,524,38.5,9972.24
N961DN,200,30.3,4404.99
N893AT,85,23.3,2329.4
N982DL,85,21.2,2374.35
N908EV,21,15.6,3546.21
N613SK,200,31.5,4045.2
N982SW,85,22.8,2149.62
N829UA,524,38.8,9724.88
N820AW,368,32.6,7270.14
N542UW,524,35.8,10026.38
N835AW,200,31.4,4213.06
N156UW,85,23.3,2368.94
N642VA,200,29.8,4547.93
N697SW,21,15.2,3327.03
N941WN,524,38.9,9785.82
N165US,200,29.1,4178.42
N3FWAA,200,28.4,4187.51
N298JB,85,21.7,2257.36
N594NW,85,22.5,2133.3
N385HA,368,31.9,7338.12
N644MQ,368,30.6,7063.09
N14977,524,35.6,10140.73
N224SW,524,35.9,9688.85
N562UW,200,30.1,3965.91
N752US,368,33.0,7341.16
N803AW,200,30.5,4331.66
N216WR,524,39.1,10142.71
N8606C,85,21.5,2281.42
N8600F,21,16.3,3630.96
N929WN,5,0.26,502.89
N73251,200,30.9,4550.33
N177US,85,21.7,2172.87
N150UW,85,22.0,2356.76
N587AS,524,36.1,9511.84
N942JB,5,0.26,478.01
N658DL,200,30.7,4358.19
N853AS,85,22.7,2233.99
N856AS,368,31.5,7076.51
N632MQ,21,16.9,3547.63
N510MQ,200,31.0,4020.27
N619MQ,85,22.4,2280.08
N909MQ,200,28.2,4166.01
N916DL,524,37.1,9589.52
N15973,85,22.7,2119.46
N936SW,85,23.3,2170.68
N78511,85,21.7,2309.38
N899AT,200,29.2,4188.95
N424UA,200,29.2,4080.93
N583NW,85,21.8,2112.57
N211UA,200,31.0,4308.03
N8653A,85,23.1,2206.63
N776WN,85,21.5,2304.16
N436WN,85,21.7,2414.71
N705SW,368,32.9,7539.31
N658AW,200,30.9,4524.49
N186US,200,31.1,4344.31
N921DN,85,22.7,2193.86
N11547,85,22.0,2247.45
N29515,368,33.9,7465.0
N616MQ,21,15.2,3344.06
N542MQ,85,22.0,2394.09
N14543,200,30.5,4416.06
N621AA,524,35.8,9999.26
N819UA,85,21.4,2292.05
N210UA,85,22.9,2222.22
N902AW,85,22.5,2201.62
N572UW,85,22.6,2154.79
N944UW,85,22.2,2351.53
N821AW,200,31.2,4082.74
N967UW,200,30.4,4335.87
N122US,200,31.5,4277.93
N568UA,524,37.5,9494.27
N638VA,85,22.3,2390.67
N523VA,368,32.8,7087.32
N459WN,200,31.5,4443.86
N779SW,85,22.8,2227.52
N361SW,524,36.0,9695.31
N8652B,21,15.4,3639.53
N67134,524,36.1,9627.83
N672AW,85,21.9,2217.19
N3LGAA,85,21.6,2327.9
N466AA,524,37.2,9254.18
N3LPAA,524,36.6,9259.19
N3HNAA,85,21.8,2315.66
N713TW,85,21.2,2283.37
N9EAMQ,85,23.4,2227.37
N14231,200,31.0,4526.26
N87527,21,15.7,3232.73
N359NW,85,22.0,2166.71
N596NW,200,30.5,4055.53
N13956,200,30.7,4161.6
N909AW,524,39.2,10077.32
N952UW,368,31.8,7406.9
N946UW,21,16.2,3366.14
N463WN,85,21.6,2385.05
N953WN,368,33.0,6902.65
N613SW,524,35.3,9469.65
N523SW,85,22.7,2309.84
N951WN,85,23.0,2259.86
N736SA,85,22.9,2316.91
N687SW,85,21.7,2154.8
N7749B,524,37.1,9307.25
N287WN,85,21.1,2218.98
N13110,524,36.1,9289.54
N3HFAA,524,35.5,10376.53
N553NW,524,36.8,10121.11
N326NB,85,22.3,2404.04
N848UA,200,30.4,4475.63
N11164,200,30.7,4112.77
N14214,200,28.8,4397.16
N26123,85,21.3,2103.18
N757UW,368,33.1,7026.79
N117UW,85,21.3,2373.2
N926WN,200,31.5,4035.66
N279WN,524,39.0,9736.22
N793SA,200,28.6,4378.43
N424WN,524,36.6,9373.08
N739GB,524,38.3,9662.56
N908AW,524,37.8,9798.27
N597AA,21,15.8,3246.15
N3KSAA,200,29.5,4482.8
N3FFAA,85,22.9,2135.72
N705SK,5,0.25,498.18
N13989,85,21.5,2301.1
N569UW,200,30.7,4157.73
N648AW,85,21.5,2106.12
N251AY,368,31.8,6965.76
N121UW,368,33.9,7787.16
N965UW,85,21.9,2331.75
N654SW,85,23.0,2138.56
N960WN,85,23.4,2349.66
N390SW,200,28.6,4311.33
N455WN,85,22.9,2357.23
N69063,524,35.3,9334.0
N37298,85,23.0,2316.41
N16234,85,21.4,2131.38
N4XGAA,85,22.4,2144.12
N010AA,5,0.27,455.04
N4YFAA,368,33.9,7418.88
N860AA,368,32.4,7229.6
N670DN,200,30.0,4254.17
N923DN,200,29.1,4054.39
N954AT,85,22.3,2242.7
N311US,85,22.4,2364.26
N925EV,85,22.5,2198.21
N732SK,524,38.7,10338.83
N901DE,200,30.5,4430.49
N32404,85,21.2,2167.94
N704US,85,22.4,2260.94
N219UA,21,15.4,3503.95
N8605E,200,30.6,4141.35
N7702A,85,22.7,2221.19
N356SW,85,21.2,2141.14
N8615E,368,32.1,7438.99
N006AA,524,35.4,10119.6
N454AA,524,35.3,10023.6
N933AT,85,22.3,2113.06
N868AS,524,38.0,9302.08
N933MQ,368,32.3,7564.21
N937EV,368,32.1,7824.21
N768US,524,37.4,9461.78
N940UW,200,30.6,4273.78
N950UW,21,16.2,3557.94
N521VA,85,22.4,2216.27
N648SW,524,38.1,10220.86
N371SW,85,21.8,2207.88
N374SW,21,16.8,3552.94
N67827,85,23.1,2413.3
N3ABAA,85,23.1,2363.97
N795AS,200,28.4,4463.49
N801DZ,368,33.1,7553.31
N192DN,85,22.5,2382.16
N380DA,21,15.2,3253.3
N489HA,368,33.9,7081.47
N11535,368,32.3,7046.29
N769US,85,23.5,2164.86
N702UW,368,33.9,7412.84
N17244,85,22.5,2107.55
N194UW,524,36.0,9690.21
N961UW,524,36.0,9282.83
N426UA,21,15.3,3540.05
N656UA,524,38.2,10061.4
N7737E,21,15.1,3617.9
N388SW,85,21.7,2272.92
N398SW,524,38.2,9743.82
N788SA,85,22.1,2255.1
N57857,85,22.1,2384.33
N574AA,368,30.6,7111.95
N3HSAA,85,23.1,2225.54
N556AS,524,37.4,9872.13
N994DL,21,16.9,3293.33
N11189,85,21.6,2142.1
N931EV,524,37.1,9760.39
N525MQ,5,0.26,506.35
N686DA,524,37.2,10388.87
N809DN,200,28.4,4018.37
N488HA,85,22.1,2287.92
N16112,85,21.6,2414.48
N547UW,21,15.2,3214.75
N737US,85,22.0,2310.43
N711HK,85,22.5,2217.89
N559WN,85,22.5,2345.28
N601WN,85,23.1,2378.74
N909WN,85,22.5,2153.29
N8307K,85,21.3,2355.77
N620SW,368,31.3,7867.41
N299WN,200,30.2,4059.2
N354JB,524,38.5,9341.97
N815DN,200,31.2,4194.2
N804DN,368,31.5,7335.56
N372NW,85,22.3,2365.97
N14920,524,38.5,9874.74
N176UW,368,31.8,7275.66
N942WN,85,22.7,2110.23
N622SW,21,16.4,3368.94
N367SW,200,29.9,4447.95
N389AA,524,37.0,10243.06
N859AS,368,31.9,7139.2
N678CA,85,23.2,2111.15
N936EV,5,0.26,499.27
N686BR,85,21.6,2227.56
N845MQ,524,37.8,10481.99
N487CA,368,33.8,7715.66
N986DL,524,38.9,9621.63
N913EV,85,22.0,2239.41
N963UW,368,31.2,6904.66
N8622A,524,39.0,10337.0
N629SW,200,29.9,4365.88
N398AA,85,21.1,2263.52
N3ATAA,85,21.7,2221.64
N582AA,85,22.6,2323.58
N5CGAA,200,28.9,4311.77
N375DA,85,22.6,2309.74
N344NW,21,15.7,3589.1
N998AT,524,37.0,9895.61
N927EV,200,28.3,4245.23
N214FR,85,21.8,2382.96
N823UA,85,22.5,2183.43
N914DE,85,21.2,2302.02
N17185,85,22.3,2314.66
N870AS,524,38.3,9563.1
N458WN,524,36.4,9773.23
N7721E,21,16.6,3319.19
N701GS,524,35.5,9650.49
N799AA,85,21.9,2332.0
N3DSAA,85,21.3,2303.85
N639AA,524,35.2,9585.96
N200AA,85,22.0,2346.63
N811DZ,85,21.5,2339.89
N920DL,85,23.1,2174.62
N635DL,85,22.9,2301.35
N1612T,524,36.0,9362.31
N844AS,85,21.3,2126.91
N27962,85,21.6,2153.05
N839AS,85,23.3,2166.3
N254WN,524,37.3,10398.41
N550WN,368,32.0,7639.42
N13248,200,30.8,3962.95
N455AA,85,22.6,2248.42
N3ARAA,368,30.8,6900.2
N519US,200,28.6,4419.73
N3LVAA,368,33.1,7033.15
N926AT,524,35.8,9361.27
N840AS,200,30.8,4365.19
N3AEMQ,368,30.8,7658.04
N459SW,200,31.4,4366.99
N11127,200,30.1,4289.79
N954UW,368,30.7,7095.66
N68801,85,21.1,2106.35
N798AA,524,36.7,10256.18
N598AA,524,37.9,10199.19
N3DGAA,85,21.3,2353.73
N386DA,85,21.0,2365.07
N980DL,200,30.1,4250.57
N612QX,200,29.2,4393.06
N712EV,524,37.0,10521.92
N683MQ,85,22.3,2178.92
N854MQ,368,31.8,7911.38
N823SK,200,29.0,3968.54
N851UA,85,21.7,2254.76
N352SW,524,38.8,10415.91
N946WN,85,21.5,2369.32
N3GAAA,368,32.6,7754.11
N914EV,85,21.6,2306.22
N582CA,85,23.5,2277.5
N610MQ,200,30.5,4041.4
N802SK,21,16.1,3643.1
N901WN,368,31.1,6949.78
N7724A,524,39.3,9631.93
N7705A,368,31.5,7891.57
N6700,85,22.0,2372.17
N855UA,368,31.9,7129.49
N933DL,85,21.7,2139.42
N943SW,200,31.3,4537.28
N286WN,85,21.4,2266.51
N8646B,85,21.2,2197.39
N915DN,85,23.5,2161.0
N722EV,21,15.5,3216.87
N853MQ,524,38.0,10047.49
N770SK,85,22.5,2300.25
N8604K,368,32.0,7587.45
N68817,200,31.3,4076.72
N7BEAA,200,28.6,4145.19
N365NW,200,31.4,4355.68
N22971,5,0.25,499.04
N13978,524,39.0,9338.04
N12567,524,39.3,9734.01
N941FR,85,22.0,2171.03
N677MQ,85,22.1,2145.97
N14102,5,0.26,504.79
N77510,85,22.7,2312.31
N881AS,85,21.8,2110.85
N425UA,200,31.4,3978.17
N762US,524,39.2,10088.51
N632VA,200,30.9,4046.56
N606SW,85,23.5,2278.8
N8639B,85,21.2,2292.42
N3DNAA,85,21.5,2260.69
N3ELAA,200,30.5,4420.86
N13914,21,16.6,3243.1
N16149,85,21.3,2287.96
N13550,200,30.2,4418.3
N73406,524,38.8,10534.5
N639VA,85,21.4,2282.16
N12109,200,29.0,3975.36
N3GMAA,368,31.6,7911.84
N941DN,85,22.7,2289.16
N585NW,524,37.0,9723.01
N708EV,524,35.4,10262.38
N537MQ,85,22.0,2215.27
N661MQ,85,21.7,2271.09
N756SK,5,0.25,463.05
N14923,200,30.7,4440.15
N68805,524,39.3,10120.82
N68453,85,22.4,2288.11
N960AT,85,21.2,2131.01
N118US,200,30.4,4476.94
N937WN,85,23.4,2109.76
N318NB,85,22.0,2167.9
N588HA,200,30.0,4226.11
N841UA,524,36.7,9340.56
N258JB,85,21.1,2266.68
N971UY,368,33.7,7269.95
N7742B,85,21.1,2165.0
N659SW,524,39.1,9762.98
N954WN,85,21.8,2269.58
N33714,368,31.9,7522.19
N627NK,368,30.8,7513.48
N17138,85,21.8,2193.45
N17128,200,29.2,4028.55
N832AW,200,30.4,4491.47
N3JJAA,200,30.1,4416.24
N388DA,85,22.1,2154.06
N907DE,85,21.7,2282.46
N950DN,5,0.25,501.05
N760EV,368,30.7,7589.58
N37419,200,30.9,4154.95
N27421,200,30.2,3999.81
N984DL,85,22.0,2343.82
N958UW,85,22.9,2365.46
N623VA,85,22.1,2334.75
N631SW,368,33.8,7692.07
N4XRAA,85,22.9,2175.98
N589UA,85,21.6,2122.42
N853VA,368,30.5,7843.61
N906DA,85,22.1,2200.12
N371DA,85,21.0,2300.41
N676CA,85,22.8,2130.41
N519MQ,200,29.3,4454.32
N205UW,200,31.0,4490.43
N182UW,368,31.7,7151.04
N126UW,85,21.7,2337.54
N552WN,368,31.0,6942.96
N7706A,21,16.0,3328.58
N805DN,524,37.4,10262.16
N126DL,200,28.4,4519.86
N663DN,85,21.2,2308.26
N14573,85,21.6,2388.61
N718SK,524,38.3,9205.53
N383DN,85,21.1,2135.6
N16963,200,30.8,4406.64
N18557,368,33.5,7430.79
N700UW,524,37.8,9186.1
N375SW,85,22.0,2247.05
N3MDAA,85,22.2,2226.83
N5FPAA,85,23.3,2373.84
N131EV,85,22.6,2191.88
N524MQ,85,22.3,2225.6
N842UA,524,36.9,10356.12
N659AW,21,16.0,3645.28
N195UW,85,21.9,2285.81
N622VA,85,21.2,2145.06
N255WN,524,38.8,10402.55
N3EXAA,85,23.0,2230.64
N925AT,85,21.3,2152.86
N13975,368,32.2,6987.85
N815UA,85,23.4,2307.14
N573UW,21,15.9,3247.53
N576UW,368,33.9,6935.93
N234WN,85,22.4,2194.72
N444WN,524,38.3,10083.2
N8644C,200,29.1,4036.08
N001AA,85,21.1,2333.91
N435UA,524,35.4,9403.77
N76528,85,23.4,2130.62
N17233,85,22.8,2124.34
N814AW,85,23.4,2116.07
N27903,85,21.7,2375.55
N903DA,21,16.4,3238.36
N382HA,200,29.7,4353.7
N370AA,85,21.5,2265.63
N3KRAA,85,21.7,2376.54
N3JGAA,200,30.8,4229.33
N5CKAA,524,37.4,10069.42
N595NW,85,22.2,2289.91
N204FR,85,22.1,2157.4
N135EV,85,22.1,2227.28
N633SK,200,31.5,4039.45
N641CA,200,31.1,4037.81
N12157,21,16.6,3413.41
N768JB,85,21.6,2405.32
N14542,200,30.0,4069.4
N648UA,85,21.0,2356.84
N421LV,200,30.6,4185.85
N17126,85,21.8,2137.4
N5EDAA,200,28.4,4486.71
N3GSAA,5,0.27,457.15
N3GRAA,524,38.9,9201.92
N579JB,85,22.1,2197.51
N821MQ,85,22.7,2183.81
N18556,200,28.2,4191.37
N505UA,21,16.3,3292.33
N369SW,85,22.7,2374.14
N3HAAA,85,22.8,2356.87
N022AA,200,28.6,4463.63
N363NW,85,21.1,2401.52
N695MQ,85,21.3,2259.53
N755EV,5,0.27,457.91
N317NB,200,29.3,4423.32
N109UW,200,30.8,4141.5
N198UW,200,29.3,4331.3
N190UW,368,32.7,7019.86
N522VA,85,22.7,2197.24
N669AW,368,31.2,7503.65
N3EMAA,21,15.8,3446.77
N367AA,85,21.0,2343.96
N14171,85,23.0,2242.07
N955UW,200,29.9,4080.41
N767SW,85,23.5,2147.19
N632SW,200,29.5,4467.88
N38257,85,23.2,2348.02
N402WN,200,28.3,4110.47
N208WN,524,36.5,10276.05
N7AMAA,85,21.7,2235.64
N955SW,21,16.7,3316.47
N11106,524,38.9,9896.89
N515SW,368,32.4,7548.48
N216FR,85,22.7,2361.54
N967AT,368,30.8,7330.46
N512UA,200,29.5,4455.77
N3FUAA,368,31.4,7394.28
N373DA,368,32.1,7637.6
N17984,85,22.2,2169.05
N13138,21,15.2,3353.96
N924EV,200,29.0,4416.79
N12922,85,22.8,2339.97
N626VA,524,38.9,10375.04
N708SW,200,30.3,4283.0
N37456,85,22.6,2104.8
N764US,200,29.0,4535.19
N5FBAA,85,21.6,2151.2
N943DL,21,15.7,3492.09
N678MQ,200,30.6,4023.2
N625CA,85,23.0,2219.16
N717EV,200,29.3,4465.51
N399HA,85,21.6,2303.46
N622MQ,85,21.7,2256.69
N906AW,200,29.2,4161.77
N196UW,85,21.3,2368.73
N716UW,85,22.4,2409.8
N20904,85,21.4,2105.61
N260WN,85,21.2,2295.83
N793AA,200,28.6,4218.3
N3LUAA,524,36.5,10244.62
N137DL,524,38.1,9472.96
N11137,368,32.1,7179.85
N16546,524,38.8,10502.35
N447UA,85,23.3,2283.45
N802AW,368,33.2,7879.8
N3LBAA,85,22.7,2304.78
N383HA,200,30.6,4160.68
N581HA,524,38.0,10028.25
N524NK,85,21.5,2295.85
N956UW,85,23.4,2373.41
N3EHAA,524,37.3,10492.23
N826MQ,85,22.5,2319.29
N942UW,85,22.7,2365.89
N3LXAA,524,36.3,9724.98
N4XCAA,368,32.1,7292.61
N4XUAA,524,38.3,10313.08
N324US,5,0.26,461.68
N872AS,85,22.0,2366.47
N639MQ,85,21.2,2159.52
N611SK,21,15.4,3209.59
N7BSAA,85,22.2,2389.59
N337NW,85,23.3,2378.34
N6706Q,200,29.6,4312.09
N806MQ,85,22.4,2219.52
N910DL,85,22.8,2274.0
N13968,21,15.6,3286.91
N489UA,524,37.6,10476.47
N951UW,85,22.7,2260.39
N502UA,524,37.6,9950.72
N202AA,524,39.4,10129.11
N3CYAA,368,31.2,7068.09
N595JB,368,32.3,7791.23
